Date & Time,Barometer - in Hg,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days,2nd Temp - °F
4/7/22 15:30,29.89,52,52,52,69,42,46,5,SSE,2.5,16,SSE,50,51,50,49,0,0,57,2.45,63,0,0,0,0,0.277,0,52
4/7/22 16:00,29.88,51,52,51,70,42,46,4,SE,2,12,E,50,51,50,49,0,0,48,2.07,65,0,0,0,0,0.285,0,52
4/7/22 16:30,29.87,49,51,49,76,42,45,3,SE,1.5,10,SSE,49,49,49,48,0.01,0,33,1.42,63,0,0,0,0,0.325,0,51
4/7/22 17:00,29.86,50,50,49,76,42,46,2,SE,1,7,SE,50,50,50,49,0.01,0,34,1.46,53,0,0,0,0,0.319,0,50
4/7/22 17:30,29.86,50,50,50,82,44,47,4,SSE,2,13,SSE,48,50,48,47,0.01,0,24,1.03,33,0,0,0,0,0.323,0,50
4/7/22 18:00,29.87,49,50,49,85,45,47,3,SE,1.5,12,SSE,49,49,49,46,0,0,10,0.43,16,0,0,0,0,0.331,0,50
4/7/22 18:30,29.87,47,49,47,86,43,45,3,ESE,1.5,11,SE,47,47,47,44,0.03,0.05,10,0.43,23,0,0,0,0,0.369,0,49
4/7/22 19:00,29.86,46,47,46,88,43,44,3,ESE,1.5,8,SE,45,46,45,42,0.04,0.09,1,0.04,5,0,0,0,0,0.396,0,48
4/7/22 19:30,29.85,45,46,45,90,43,44,2,ESE,1,6,ESE,45,46,46,43,0.06,0.33,0,0,0,0,0,0,0,0.408,0,47
4/7/22 20:00,29.84,45,45,45,91,43,44,4,ESE,2,11,ESE,44,46,44,41,0.05,0.14,0,0,0,0,0,0,0,0.408,0,46
4/7/22 20:30,29.83,45,45,45,92,43,44,5,ESE,2.5,13,ESE,42,45,42,40,0.05,0.15,0,0,0,0,0,0,0,0.417,0,46
4/7/22 21:00,29.82,44,45,44,92,42,43,4,ESE,2,11,E,42,45,43,40,0.06,0.19,0,0,0,0,0,0,0,0.429,0,45
4/7/22 21:30,29.81,44,44,44,93,42,43,5,ESE,2.5,13,E,41,44,41,39,0.08,0.24,0,0,0,0,0,0,0,0.435,0,45
4/7/22 22:00,29.8,44,44,44,93,42,43,5,ESE,2.5,10,E,41,44,41,38,0.11,0.3,0,0,0,0,0,0,0,0.442,0,45
4/7/22 22:30,29.79,44,44,44,93,42,43,4,ESE,2,10,E,42,44,42,39,0.08,0.34,0,0,0,0,0,0,0,0.438,0,44
4/7/22 23:00,29.75,44,44,44,94,42,43,5,E,2.5,11,E,41,44,41,39,0.09,0.3,0,0,0,0,0,0,0,0.435,0,45
4/7/22 23:30,29.74,44,44,44,94,43,43,7,ESE,3.5,16,E,40,44,40,38,0.07,0.2,0,0,0,0,0,0,0,0.433,0,45
4/8/22 0:00,29.7,45,45,44,94,43,44,6,ESE,3,14,ESE,41,45,41,39,0.11,0.42,0,0,0,0,0,0,0,0.425,0,45
4/8/22 0:30,29.7,45,45,45,94,43,44,3,ESE,1.5,9,ESE,44,45,44,41,0.21,0.91,0,0,0,0,0,0,0,0.421,0,45
4/8/22 1:00,29.67,45,45,45,94,43,44,3,E,1.5,10,ESE,44,45,44,41,0.14,0.93,0,0,0,0,0,0,0,0.419,0,45
4/8/22 1:30,29.64,45,45,45,94,43,44,3,E,1.5,9,N,44,45,44,41,0.06,0.31,0,0,0,0,0,0,0,0.419,0,45
4/8/22 2:00,29.63,45,45,45,94,43,44,2,E,1,9,NNW,45,45,45,42,0.19,1.58,0,0,0,0,0,0,0,0.421,0,45
4/8/22 2:30,29.61,45,45,45,94,43,44,3,E,1.5,10,SSE,44,45,44,41,0.11,0.9,0,0,0,0,0,0,0,0.425,0,45
4/8/22 3:00,29.62,45,45,45,95,44,44,3,W,1.5,8,W,44,45,44,41,0.25,1.19,0,0,0,0,0,0,0,0.417,0,45
4/8/22 3:30,29.65,45,45,45,95,44,45,4,W,2,11,W,43,46,44,41,0.03,0.36,0,0,0,0,0,0,0,0.41,0,45
4/8/22 4:00,29.6,45,46,45,95,44,44,3,E,1.5,10,E,44,45,44,42,0.12,0.99,0,0,0,0,0,0,0,0.415,0,46
4/8/22 4:30,29.59,45,45,45,94,43,44,3,E,1.5,12,E,44,45,44,41,0,0,0,0,0,0,0,0,0,0.419,0,45
4/8/22 5:00,29.59,45,45,45,94,43,44,3,SE,1.5,12,E,44,45,44,41,0,0,0,0,0,0,0,0,0,0.423,0,45
4/8/22 5:30,29.59,44,45,44,94,43,44,4,E,2,15,E,42,45,43,40,0,0,0,0,0,0,0,0,0,0.429,0,45
4/8/22 6:00,29.58,44,44,44,94,43,43,2,E,1,11,N,44,44,44,42,0,0,0,0,0,0,0,0,0,0.433,0,45
4/8/22 6:30,29.58,44,44,44,94,43,43,2,E,1,11,NNW,44,44,44,42,0.01,0,0,0,0,0,0,0,0,0.433,0,45
4/8/22 7:00,29.58,44,45,44,95,43,44,1,NW,0.5,5,NW,44,45,45,42,0,0,6,0.26,12,0,0,0,0,0.427,0,45
4/8/22 7:30,29.59,45,45,44,95,43,44,2,NW,1,5,NW,45,45,45,43,0.01,0,26,1.12,42,0,0,0,0,0.425,0,45
4/8/22 8:00,29.6,45,45,45,95,44,45,2,WNW,1,9,WNW,45,46,46,46,0,0,53,2.28,77,0,0,0,0,0.408,0,46
4/8/22 8:30,29.6,46,46,45,94,45,46,2,WNW,1,8,WNW,46,47,47,48,0.01,0,94,4.04,165,0,0,0,1,0.387,0,46
4/8/22 9:00,29.61,49,49,46,90,46,47,2,E,1,7,E,49,49,49,57,0,0,310,13.34,485,0,1,0.3,2,0.335,0,50
4/8/22 9:30,29.61,51,51,49,86,47,49,3,NNW,1.5,10,NW,51,51,51,63,0,0,521,22.41,617,0,2,0.4,2,0.287,0,52
4/8/22 10:00,29.64,51,52,51,84,47,49,3,NW,1.5,9,NW,51,51,51,57,0,0,283,12.18,649,0.01,2,0.3,3,0.285,0,52
4/8/22 10:30,29.66,52,52,51,76,44,48,6,WNW,3,18,NW,50,51,49,55,0,0,282,12.13,378,0,2,0.4,2,0.275,0,52
4/8/22 11:00,29.66,53,53,51,72,44,47,8,W,4,18,W,50,52,49,58,0,0,569,24.48,1065,0.01,4,0.8,5,0.258,0,53
4/8/22 11:30,29.67,54,54,52,67,44,48,9,W,4.5,21,WSW,51,53,50,63,0,0,1025,44.1,1099,0,5,1.1,6,0.223,0,55
4/8/22 12:00,29.66,56,56,54,65,45,49,8,WNW,4,21,WSW,54,55,53,66,0,0,1006,43.28,1201,0.02,5,1.1,6,0.183,0,57
4/8/22 12:30,29.67,55,56,54,64,43,47,5,WNW,2.5,17,W,54,54,53,58,0,0,326,14.03,399,0,2,0.5,3,0.215,0,55
4/8/22 13:00,29.66,57,57,54,60,43,48,4,WNW,2,12,NW,57,56,56,63,0,0,407,17.51,1137,0.01,4,0.8,7,0.165,0,56
4/8/22 13:30,29.67,57,58,56,58,42,48,5,NW,2.5,15,W,56,55,55,65,0,0,662,28.48,1197,0,4,0.9,7,0.173,0,57
4/8/22 14:00,29.67,58,58,56,56,42,48,4,NW,2,13,W,58,56,56,64,0,0,409,17.6,541,0.01,4,0.8,6,0.144,0,58
4/8/22 14:30,29.67,58,58,57,54,42,48,6,W,3,17,WSW,57,56,56,62,0,0,342,14.71,450,0,3,0.7,6,0.142,0,59
4/8/22 15:00,29.67,59,59,57,52,41,47,7,W,3.5,17,W,58,57,56,63,0,0,385,16.56,1021,0.01,3,0.6,5,0.133,0,59
4/8/22 15:30,29.67,59,60,59,55,43,49,6,W,3,16,WNW,59,58,57,70,0,0,695,29.9,981,0,3,0.7,5,0.121,0,59
4/8/22 16:00,29.67,61,61,59,51,43,49,5,NW,2.5,14,W,61,59,59,72,0,0,783,33.69,976,0.02,3,0.7,4,0.085,0,60
4/8/22 16:30,29.68,60,61,59,52,42,48,5,W,2.5,15,W,60,58,58,70,0,0,464,19.96,789,0,2,0.5,3,0.106,0,59
4/8/22 17:00,29.68,60,60,60,48,40,47,3,W,1.5,8,WNW,60,57,57,70,0,0,464,19.96,599,0.01,2,0.4,2,0.115,0,59
4/8/22 17:30,29.69,59,60,59,47,39,46,4,W,2,11,WSW,59,57,57,63,0,0,211,9.08,517,0,1,0.2,2,0.121,0,59
4/8/22 18:00,29.7,58,59,58,49,39,46,2,W,1,8,N,58,56,56,55,0,0,101,4.35,130,0,0,0.1,1,0.135,0,59
4/8/22 18:30,29.7,58,58,58,50,40,46,4,W,2,9,WSW,58,56,56,54,0,0,92,3.96,158,0,0,0,0,0.144,0,58
4/8/22 19:00,29.71,58,58,58,51,39,46,3,W,1.5,9,W,58,56,56,53,0,0,53,2.28,111,0,0,0,0,0.156,0,58
4/8/22 19:30,29.71,56,58,56,55,40,46,1,W,0.5,5,WSW,56,54,54,51,0,0,11,0.47,32,0,0,0,0,0.196,0,56
4/8/22 20:00,29.72,52,56,52,69,42,46,0,,0,2,W,52,51,51,48,0,0,0,0,0,0,0,0,0,0.275,0,53
4/8/22 20:30,29.73,50,52,50,76,42,46,0,,0,2,W,50,50,50,46,0,0,0,0,0,0,0,0,0,0.319,0,51
4/8/22 21:00,29.75,47,50,47,79,41,44,0,,0,1,W,47,47,47,44,0,0,0,0,0,0,0,0,0,0.367,0,48
4/8/22 21:30,29.75,45,48,45,84,41,43,0,,0,1,W,45,45,45,41,0,0,0,0,0,0,0,0,0,0.415,0,46
4/8/22 22:00,29.76,44,45,44,86,40,41,1,S,0.5,5,SSE,44,43,43,40,0,0,0,0,0,0,0,0,0,0.448,0,45
4/8/22 22:30,29.76,44,44,43,86,40,42,1,SW,0.5,3,SSW,44,44,44,40,0,0,0,0,0,0,0,0,0,0.442,0,44
4/8/22 23:00,29.75,43,45,43,86,39,41,0,,0,2,SW,43,43,43,39,0,0,0,0,0,0,0,0,0,0.456,0,44
4/8/22 23:30,29.75,42,43,42,88,39,40,0,,0,2,SW,42,42,42,38,0,0,0,0,0,0,0,0,0,0.483,0,43
4/9/22 0:00,29.74,43,43,42,86,39,41,1,WSW,0.5,4,WNW,43,42,42,39,0,0,0,0,0,0,0,0,0,0.467,0,43
4/9/22 0:30,29.74,42,43,42,86,38,40,2,NW,1,9,NW,42,42,42,38,0,0,0,0,0,0,0,0,0,0.481,0,43
4/9/22 1:00,29.74,42,42,42,86,38,40,2,N,1,8,NW,42,42,41,38,0,0,0,0,0,0,0,0,0,0.485,0,42
4/9/22 1:30,29.74,41,42,41,87,37,39,2,NW,1,9,NW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.502,0,42
4/9/22 2:00,29.73,41,41,41,87,37,39,2,NW,1,9,NW,40,40,40,37,0,0,0,0,0,0,0,0,0,0.508,0,42
4/9/22 2:30,29.73,41,41,41,87,37,39,1,NW,0.5,6,NW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.504,0,42
4/9/22 3:00,29.73,41,41,40,87,37,39,1,NW,0.5,5,NW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.5,0,42
4/9/22 3:30,29.73,40,41,40,87,37,39,2,NW,1,8,NW,40,40,40,36,0,0,0,0,0,0,0,0,0,0.51,0,42
4/9/22 4:00,29.72,40,41,40,87,37,39,1,NW,0.5,5,NW,40,40,40,37,0,0,0,0,0,0,0,0,0,0.51,0,41
4/9/22 4:30,29.7,40,41,40,87,37,39,2,NNW,1,11,NW,40,40,40,36,0,0,0,0,0,0,0,0,0,0.515,0,41
4/9/22 5:00,29.71,40,40,40,87,37,39,3,NNW,1.5,11,NW,39,40,39,35,0,0,0,0,0,0,0,0,0,0.515,0,41
4/9/22 5:30,29.72,41,41,40,87,37,39,2,S,1,6,S,41,41,40,37,0,0,0,0,0,0,0,0,0,0.504,0,41
4/9/22 6:00,29.71,41,41,41,88,38,39,2,NW,1,6,WNW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.5,0,42
4/9/22 6:30,29.72,41,41,41,88,37,39,3,ESE,1.5,7,E,39,40,39,35,0,0,0,0,0,0,0,0,0,0.508,0,42
4/9/22 7:00,29.72,41,41,40,90,38,39,2,W,1,7,W,41,41,40,37,0,0,4,0.17,16,0,0,0,0,0.506,0,42
4/9/22 7:30,29.72,41,41,41,91,39,40,1,WNW,0.5,4,SSE,41,41,41,38,0,0,14,0.6,33,0,0,0,0,0.496,0,42
4/9/22 8:00,29.7,41,41,41,92,39,40,2,ENE,1,5,N,41,41,41,40,0.01,0,30,1.29,70,0,0,0,0,0.5,0,42
4/9/22 8:30,29.7,42,42,41,91,40,41,2,NNW,1,5,NE,42,42,42,43,0,0,68,2.93,81,0,0,0,0,0.475,0,42
4/9/22 9:00,29.7,42,42,42,92,40,41,2,SW,1,6,E,42,42,42,41,0.02,0.08,49,2.11,113,0,0,0,0,0.485,0,42
4/9/22 9:30,29.69,44,44,42,91,41,42,1,S,0.5,2,SW,44,44,44,49,0,0,237,10.2,647,0,1,0.3,2,0.448,0,44
4/9/22 10:00,29.69,46,47,44,87,43,44,1,NE,0.5,3,W,46,46,46,54,0,0,348,14.97,480,0,2,0.4,2,0.39,0,46
4/9/22 10:30,29.68,47,47,46,86,43,45,1,S,0.5,4,SSE,47,47,47,51,0,0,244,10.5,350,0,1,0.3,2,0.381,0,47
4/9/22 11:00,29.67,47,47,46,90,45,46,1,SW,0.5,4,NE,47,48,48,51,0.03,0.39,212,9.12,747,0,1,0.3,4,0.367,0,47
4/9/22 11:30,29.66,49,49,47,86,45,46,2,SW,1,5,SSE,49,49,49,58,0,0,533,22.93,946,0,3,0.6,4,0.34,0,50
4/9/22 12:00,29.63,51,51,48,82,46,48,1,S,0.5,4,SSW,51,51,51,57,0,0,327,14.07,1035,0.01,3,0.7,5,0.294,0,51
4/9/22 12:30,29.63,52,52,51,79,45,48,3,S,1.5,15,SSE,51,51,51,54,0.01,0,181,7.79,527,0,1,0.3,3,0.281,0,53
4/9/22 13:00,29.62,49,52,46,85,45,47,5,S,2.5,26,SSE,47,49,47,49,0.06,0.88,159,6.84,972,0.01,2,0.5,6,0.333,0,50
4/9/22 13:30,29.62,50,51,49,81,44,47,4,W,2,18,SSW,49,50,49,57,0,0,452,19.45,1165,0,2,0.5,6,0.31,0,51
4/9/22 14:00,29.61,46,50,45,88,43,44,4,W,2,14,SW,44,46,44,44,0.04,0.18,60,2.58,102,0,0,0.1,1,0.396,0,47
4/9/22 14:30,29.64,45,46,45,85,41,43,6,W,3,19,SW,42,45,42,41,0,0,59,2.54,95,0,0,0,1,0.41,0,47
4/9/22 15:00,29.63,45,45,45,88,42,44,4,W,2,14,WSW,44,45,44,46,0.02,0.13,147,6.32,343,0,1,0.2,2,0.408,0,47
4/9/22 15:30,29.63,48,48,45,86,44,46,3,WSW,1.5,10,SE,48,48,48,57,0,0,513,22.07,821,0,2,0.5,3,0.352,0,49
4/9/22 16:00,29.64,50,50,48,79,44,47,3,WSW,1.5,8,NW,50,50,50,58,0,0,352,15.14,958,0.01,2,0.4,3,0.304,0,50
4/9/22 16:30,29.64,50,50,49,76,42,46,4,W,2,13,W,49,50,48,54,0,0,235,10.11,489,0,1,0.3,2,0.319,0,50
4/9/22 17:00,29.65,50,50,50,72,41,45,4,W,2,10,WNW,48,49,48,52,0,0,160,6.88,281,0,1,0.2,2,0.323,0,50
4/9/22 17:30,29.65,50,50,49,73,41,45,4,W,2,14,SW,48,49,48,54,0,0,213,9.16,552,0,1,0.1,1,0.321,0,50
4/9/22 18:00,29.66,50,50,49,72,41,45,5,W,2.5,15,W,48,49,48,49,0,0,250,10.76,424,0,1,0.1,1,0.319,0,50
4/9/22 18:30,29.67,49,50,49,71,40,44,4,W,2,13,W,48,49,47,47,0,0,151,6.5,246,0,0,0,1,0.333,0,50
4/9/22 19:00,29.68,48,49,48,71,39,43,4,W,2,13,WSW,47,48,46,44,0,0,58,2.5,120,0,0,0,0,0.352,0,49
4/9/22 19:30,29.68,47,48,47,72,38,42,3,W,1.5,9,WSW,46,46,46,42,0,0,8,0.34,16,0,0,0,0,0.379,0,48
4/9/22 20:00,29.7,46,47,46,72,38,42,2,WNW,1,8,W,46,46,46,42,0,0,0,0,0,0,0,0,0,0.387,0,47
4/9/22 20:30,29.71,44,46,44,76,37,41,1,WSW,0.5,3,WSW,44,44,44,40,0,0,0,0,0,0,0,0,0,0.427,0,45
4/9/22 21:00,29.72,43,45,43,80,38,40,0,,0,5,NNW,43,43,43,39,0,0,0,0,0,0,0,0,0,0.452,0,44
4/9/22 21:30,29.73,40,43,40,87,36,38,1,WNW,0.5,4,SW,40,40,40,36,0,0,0,0,0,0,0,0,0,0.523,0,41
4/9/22 22:00,29.73,39,40,39,89,36,38,1,NNE,0.5,5,SW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.54,0,41
4/9/22 22:30,29.73,40,40,39,88,36,38,1,NNW,0.5,3,NNE,40,39,39,36,0,0,0,0,0,0,0,0,0,0.529,0,40
4/9/22 23:00,29.73,39,40,39,87,36,38,1,WNW,0.5,5,SW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.533,0,40
4/9/22 23:30,29.73,39,39,39,89,36,37,1,NNW,0.5,4,N,39,39,39,35,0,0,0,0,0,0,0,0,0,0.546,0,40
4/10/22 0:00,29.73,38,39,38,88,35,37,1,NNW,0.5,4,NW,38,38,38,35,0,0,0,0,0,0,0,0,0,0.552,0,40
4/10/22 0:30,29.73,38,39,38,89,35,36,2,NW,1,9,W,37,38,37,33,0,0,0,0,0,0,0,0,0,0.567,0,39
4/10/22 1:00,29.72,37,38,37,90,34,36,2,NW,1,6,W,36,37,36,32,0,0,0,0,0,0,0,0,0,0.583,0,39
4/10/22 1:30,29.71,37,37,37,89,34,36,2,NNW,1,9,W,36,37,36,32,0,0,0,0,0,0,0,0,0,0.585,0,38
4/10/22 2:00,29.7,37,37,37,88,34,35,3,NW,1.5,11,WNW,35,37,35,31,0,0,0,0,0,0,0,0,0,0.588,0,38
4/10/22 2:30,29.7,38,38,37,84,34,36,3,N,1.5,8,W,36,38,36,32,0,0,0,0,0,0,0,0,0,0.562,0,38
4/10/22 3:00,29.71,38,38,37,84,34,36,1,SE,0.5,4,ESE,38,38,38,34,0,0,0,0,0,0,0,0,0,0.554,0,38
4/10/22 3:30,29.71,39,40,38,80,34,37,2,NNW,1,8,WNW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.533,0,39
4/10/22 4:00,29.72,40,40,40,78,34,37,4,WNW,2,16,NW,37,40,37,33,0,0,0,0,0,0,0,0,0,0.521,0,40
4/10/22 4:30,29.72,40,40,40,77,33,37,4,WNW,2,13,NW,37,40,37,33,0,0,0,0,0,0,0,0,0,0.519,0,41
4/10/22 5:00,29.72,40,41,40,76,34,37,5,WNW,2.5,15,WSW,37,40,37,33,0,0,0,0,0,0,0,0,0,0.51,0,41
4/10/22 5:30,29.73,41,41,40,75,33,37,4,NW,2,17,WNW,38,40,38,34,0,0,0,0,0,0,0,0,0,0.504,0,41
4/10/22 6:00,29.74,41,41,41,74,33,37,5,WNW,2.5,18,W,37,40,37,33,0,0,0,0,0,0,0,0,0,0.506,0,41
4/10/22 6:30,29.75,40,41,40,74,33,37,4,W,2,13,NW,38,40,37,33,0,0,2,0.09,7,0,0,0,0,0.512,0,41
4/10/22 7:00,29.76,40,40,40,72,32,36,3,WNW,1.5,11,WSW,38,40,38,34,0,0,21,0.9,39,0,0,0,0,0.519,0,41
4/10/22 7:30,29.77,40,40,40,68,31,36,4,NW,2,13,WNW,38,40,37,35,0,0,65,2.8,116,0,0,0,0,0.512,0,41
4/10/22 8:00,29.77,42,42,40,67,32,37,2,NNW,1,8,NNW,42,41,41,45,0,0,180,7.74,318,0,0,0.1,1,0.477,0,43
4/10/22 8:30,29.78,42,42,41,65,31,36,4,NW,2,12,NNW,39,41,38,43,0,0,185,7.96,306,0,1,0.2,1,0.49,0,42
4/10/22 9:00,29.78,44,44,41,61,31,37,3,NNE,1.5,12,WNW,43,43,42,54,0,0,490,21.08,654,0.01,2,0.3,2,0.438,0,45
4/10/22 9:30,29.78,43,44,43,59,30,36,5,W,2.5,15,NW,40,43,40,44,0,0,211,9.08,258,0,1,0.3,2,0.45,0,45
4/10/22 10:00,29.79,44,45,43,57,30,37,8,W,4,20,NW,40,43,39,47,0,0,450,19.36,840,0.01,2,0.4,3,0.429,0,46
4/10/22 10:30,29.79,44,45,44,58,30,37,7,NW,3.5,19,NW,40,43,39,47,0,0,391,16.82,837,0,2,0.5,3,0.435,0,45
4/10/22 11:00,29.79,45,45,44,56,30,37,6,W,3,18,WNW,42,44,41,47,0,0,364,15.66,703,0.01,3,0.6,4,0.417,0,46
4/10/22 11:30,29.78,46,46,45,51,28,36,9,W,4.5,21,W,41,45,40,46,0,0,423,18.2,582,0,3,0.6,4,0.404,0,47
4/10/22 12:00,29.77,47,47,45,48,28,37,8,W,4,18,WSW,43,46,41,50,0,0,579,24.91,1155,0.01,4,0.8,6,0.379,0,48
4/10/22 12:30,29.78,44,47,44,51,27,35,9,W,4.5,27,WNW,39,43,38,43,0,0,302,12.99,448,0,2,0.4,4,0.429,0,46
4/10/22 13:00,29.77,45,45,44,50,27,35,7,W,3.5,20,WSW,41,44,40,44,0,0,275,11.83,471,0.01,2,0.4,3,0.425,0,46
4/10/22 13:30,29.77,44,45,44,52,28,36,7,NW,3.5,20,W,40,43,39,42,0,0,198,8.52,276,0,1,0.3,2,0.431,0,45
4/10/22 14:00,29.77,44,44,44,54,29,36,6,W,3,17,NW,41,43,40,42,0,0,176,7.57,455,0,1,0.3,3,0.431,0,45
4/10/22 14:30,29.76,45,45,44,53,29,36,6,NW,3,19,N,41,44,40,43,0,0,194,8.35,459,0,1,0.3,3,0.421,0,46
4/10/22 15:00,29.76,45,46,45,54,30,37,6,W,3,15,N,42,44,41,45,0,0,225,9.68,359,0,2,0.3,2,0.412,0,46
4/10/22 15:30,29.76,46,46,45,52,29,37,6,W,3,19,WNW,43,45,42,45,0,0,191,8.22,455,0,1,0.3,3,0.394,0,47
4/10/22 16:00,29.77,46,46,46,50,28,36,7,W,3.5,19,W,42,45,41,44,0,0,158,6.8,230,0,1,0.2,1,0.402,0,46
4/10/22 16:30,29.77,46,46,45,52,29,37,6,W,3,18,NNW,43,45,41,44,0,0,124,5.33,183,0,1,0.1,1,0.402,0,46
4/10/22 17:00,29.78,46,46,46,52,29,37,6,W,3,16,WSW,43,45,41,45,0,0,148,6.37,216,0,1,0.1,1,0.402,0,47
4/10/22 17:30,29.79,46,47,46,53,30,37,5,W,2.5,16,W,44,45,42,45,0,0,135,5.81,246,0,0,0.1,1,0.396,0,47
4/10/22 18:00,29.8,46,46,46,56,31,38,6,W,3,19,WSW,42,45,41,40,0,0,108,4.65,116,0,0,0,0,0.404,0,46
4/10/22 18:30,29.81,45,46,45,58,31,38,9,W,4.5,23,WSW,40,44,39,37,0,0,78,3.36,91,0,0,0,0,0.415,0,46
4/10/22 19:00,29.82,44,45,44,61,32,38,10,W,5,24,NW,39,43,38,35,0,0,43,1.85,56,0,0,0,0,0.433,0,45
4/10/22 19:30,29.83,44,44,44,62,32,37,7,W,3.5,19,W,40,43,39,35,0,0,16,0.69,33,0,0,0,0,0.444,0,45
4/10/22 20:00,29.85,43,44,43,63,32,37,8,W,4,22,W,39,43,38,34,0,0,0,0,0,0,0,0,0,0.45,0,44
4/10/22 20:30,29.89,42,44,42,67,32,37,6,WNW,3,20,WNW,38,41,38,34,0,0,0,0,0,0,0,0,0,0.477,0,43
4/10/22 21:00,29.91,41,42,41,72,32,37,4,NW,2,13,NNW,38,40,37,34,0,0,0,0,0,0,0,0,0,0.508,0,42
4/10/22 21:30,29.94,40,41,40,73,32,36,4,NW,2,13,WNW,37,40,37,33,0,0,0,0,0,0,0,0,0,0.519,0,41
4/10/22 22:00,29.95,40,40,40,73,32,36,4,NW,2,15,W,37,39,36,33,0,0,0,0,0,0,0,0,0,0.529,0,41
4/10/22 22:30,29.95,40,40,40,70,31,35,4,WNW,2,17,WNW,37,39,36,33,0,0,0,0,0,0,0,0,0,0.527,0,41
4/10/22 23:00,29.97,40,40,40,68,30,35,5,W,2.5,17,WNW,36,39,35,32,0,0,0,0,0,0,0,0,0,0.527,0,41
4/10/22 23:30,29.98,40,40,39,68,30,35,5,NW,2.5,13,W,36,39,35,31,0,0,0,0,0,0,0,0,0,0.531,0,40
4/11/22 0:00,29.98,39,40,39,69,30,35,6,W,3,17,WSW,35,38,34,30,0,0,0,0,0,0,0,0,0,0.54,0,40
4/11/22 0:30,29.99,39,39,39,69,30,35,8,W,4,21,WNW,33,38,33,29,0,0,0,0,0,0,0,0,0,0.54,0,40
4/11/22 1:00,30,38,39,38,70,30,34,5,W,2.5,16,WNW,35,38,34,30,0,0,0,0,0,0,0,0,0,0.552,0,39
4/11/22 1:30,30,38,39,38,71,30,34,6,W,3,22,WSW,33,38,33,29,0,0,0,0,0,0,0,0,0,0.56,0,39
4/11/22 2:00,30,38,38,38,71,30,34,7,W,3.5,22,WSW,33,38,32,28,0,0,0,0,0,0,0,0,0,0.56,0,39
4/11/22 2:30,30.02,38,38,38,72,30,34,6,W,3,18,W,33,37,33,29,0,0,0,0,0,0,0,0,0,0.565,0,39
4/11/22 3:00,30.03,38,38,38,72,29,34,5,NW,2.5,16,NNW,34,37,33,29,0,0,0,0,0,0,0,0,0,0.571,0,38
4/11/22 3:30,30.04,38,38,38,70,29,34,7,W,3.5,22,W,33,37,32,28,0,0,0,0,0,0,0,0,0,0.562,0,39
4/11/22 4:00,30.05,37,38,37,71,29,33,5,NW,2.5,15,WNW,33,37,33,29,0,0,0,0,0,0,0,0,0,0.575,0,38
4/11/22 4:30,30.06,37,38,37,70,28,33,5,NW,2.5,14,N,33,36,32,29,0,0,0,0,0,0,0,0,0,0.581,0,38
4/11/22 5:00,30.07,37,37,37,70,28,33,4,NW,2,14,NW,34,36,33,29,0,0,0,0,0,0,0,0,0,0.588,0,38
4/11/22 5:30,30.08,35,37,35,73,27,32,1,ESE,0.5,4,ESE,35,35,35,31,0,0,0,0,0,0,0,0,0,0.621,0,37
4/11/22 6:00,30.1,34,35,34,74,27,31,1,SE,0.5,5,N,34,34,34,30,0,0,0,0,0,0,0,0,0,0.64,0,36
4/11/22 6:30,30.12,35,35,34,74,27,31,1,E,0.5,4,ENE,35,34,34,30,0,0,3,0.13,11,0,0,0,0,0.633,0,35
4/11/22 7:00,30.14,35,35,34,74,27,31,1,E,0.5,5,NW,35,34,34,31,0,0,21,0.9,44,0,0,0,0,0.631,0,35
4/11/22 7:30,30.15,38,38,35,67,28,33,1,SE,0.5,6,E,38,37,37,35,0,0,82,3.53,118,0,0,0,0,0.562,0,39
4/11/22 8:00,30.16,40,40,38,64,28,34,2,ENE,1,6,W,39,39,38,42,0,0,162,6.97,223,0,1,0.1,1,0.531,0,41
4/11/22 8:30,30.15,42,42,40,59,28,35,4,NNE,2,15,WNW,39,41,38,44,0,0,273,11.74,346,0,1,0.2,1,0.49,0,43
4/11/22 9:00,30.17,44,44,42,55,29,36,4,NNW,2,12,NNW,42,43,41,51,0,0,436,18.76,492,0.01,2,0.3,2,0.435,0,45
4/11/22 9:30,30.18,46,46,44,51,29,37,4,N,2,13,NNW,45,45,44,55,0,0,544,23.4,591,0,2,0.5,2,0.387,0,47
4/11/22 10:00,30.18,48,48,46,48,29,37,4,NNE,2,11,N,46,47,45,57,0,0,636,27.36,679,0.01,3,0.6,3,0.358,0,49
